halqa_id,name,political_party,votes_2013,,
PP-131,Ch Hooran Zia Ghumman,Pakistan Tehreek-e-Insaf,6890,,
PP-131,Ch Jang Sher,Independent,367,,
PP-131,Ch Liaqat Ali Ghumman,Independent,2950,,
PP-131,Ch Liaqat Ali Pannu,Independent,362,,
PP-131,Ch Muhammad Azeem Noori Ghumman,Pakistan Muslim League,31499,,
PP-131,Ch Muhammad Nasir Warraich,Independent,349,,
PP-131,Dr Mohammad Shafique Butt,Independent,174,,
PP-131,Farrukh Ejaz Ghumman,Jamaat-e-Islami Pakistan,2116,,
PP-131,Ghulam Zohra Begum,Independent,28,,
PP-131,Mian Muhammad Shafique,Independent,21,,
PP-131,Mohammad Afzal Ansari,Independent,52,,
PP-131,Mohammad Tahir,Muttahida Qaumi Movement Pakistan,40,,
PP-131,Qaiser Mehmood Cheema,Independent,38,,
PP-131,Safdar Ali Ghumman,Jamiat Ulama-e-Pakistan (Noorani),41,,
PP-132,Amir Shabbir,Tehreek-e-Tahafuze Pakistan,271,,
PP-132,Awais Qasim,Pakistan Muslim League (N),45505,,
PP-132,Iftikhar Ahmad,Jamaat-e-Islami Pakistan,1951,,
PP-132,Muhammad Akram,Pakistan Tehreek-e-Insaf,5221,,
PP-132,Muhammad Arif Chaudary,Independent,481,,
PP-132,Muhammad saddique Chaudary,Independent,65,,
PP-132,Muhammad Sarwar Arzoo,Independent,104,,
PP-132,Noor Hussain,Muttahida Qaumi Movement Pakistan,398,,
PP-132,Rana Daud Ahmad,Independent,116,,
PP-132,Saima Kanwal,Independent,48,,
PP-132,Shahid Abbas Khan,Independent,3393,,
PP-132,Syed Marsad Haider,Independent,49,,
PP-132,Syed Saeed ul Hassan Shah,Independent,29641,,
PP-133,ABU HAFS MUHAMMAD GHIYAS-UD-DIN,Pakistan Muslim League (N),45473,,
PP-133,CH TARIQ MEHMOOD BHOMLA ADVOCATE,Independent,163,,
PP-133,CH.UMER SHARIF AHMED,Independent,313,,
PP-133,CHAIRMAN ADIL HUSSAIN,Independent,547,,
PP-133,DR.GULZAR AHMED CHOUDARY,Pakistan Tehreek-e-Insaf,8012,,
PP-133,MUHAMMAD ZEESHAN RAZA ANSARI,Independent,482,,
PP-133,MUSHTAQ AHMED GAMTALVI,Independent,233,,
PP-133,NAIMAT ALI JAVED,Independent,19529,,
PP-133,SAFREEN AKHTAR,Independent,8723,,
PP-134,Ameen Khan,Independent,3805,,
PP-134,Azad Khan,Tehreek-e-Tahafuze Pakistan,2507,,
PP-134,Doctor Muhammad Asif Khan,Independent,36,,
PP-134,Haji Asghar Ali Kahlon,Independent,1060,,
PP-134,Karnal r Muhammad Abbas Choudhry,Pakistan Muslim League,8787,,
PP-134,Manan Khan,Pakistan Muslim League (N),33984,,
PP-134,Muhammad Afzal Choudary,Independent,131,,
PP-134,Muhammad Arif Khan,Independent,11816,,
PP-134,Muhammad Arshad Khan,Independent,5529,,
PP-134,Muhammad Faryad Khan,Independent,36,,
PP-134,Muhammad Irfan,Jamaat-e-Islami Pakistan,221,,
PP-134,Muhammad Ishfaq Taj,Independent,5380,,
PP-134,Muhammad Mohsin Shahbaz khan,Independent,84,,
PP-134,Muhammad Saqib Idress Taj,Pakistan Tehreek-e-Insaf,5548,,
PP-134,Muhammad Yaqub Khan,Independent,351,,
PP-134,Muhammad Younus,Independent,135,,
PP-134,Muhammad Zakria,Muttahida Qaumi Movement Pakistan,75,,
PP-134,Samee Ullah Khan,Independent,156,,
PP-135,AHSAN ADEEL TATLA ADVOCATE,Jamaat-e-Islami Pakistan,746,,
PP-135,ANWAR HUSSAIN SHAH,Tehreek-e-Tahafuze Pakistan,1215,,
PP-135,CH.NOOR ELAHI TATLA ADVOCATE,Independent,28,,
PP-135,CHAUDHARY ABBAS ALI SANDHO,Independent,34,,
PP-135,CHAUDHARY KHAZIR ILYAS VIRAK,Independent,580,,
PP-135,CHAUDHARY SHAHID MEHMOOD DHAIR ADVOCATE,Pakistan Muslim League,184,,
PP-135,HAJI MUHAMMAD IRFAN BUTT,Pakistan Tehreek-e-Insaf,30260,,
PP-135,KHAWAJA MUHAMMAD WASEEM,Pakistan Muslim League (N),59999,,
PP-135,MAJID RASHEED BUTT,Independent,313,,
PP-135,MUHAMMAD TAYYAB MEER,Independent,93,,
PP-135,MUKHTAR AHMED BHOLA,Independent,21,,
PP-135,SAMAR NAZAR,Independent,434,,
PP-135,SAMINA WASEEM,Independent,104,,
PP-135,ZAIN-UL- HUSSNAIN RIZWI,Pakistan Peoples Party Parliamentarians,3914,,
PP-136,Ch Masood Ahmed Basra,Pakistan Peoples Party Parliamentarians,3384,,
PP-136,Iftikhar Ahmad,Independent,395,,
PP-136,Javed Safder Kahloon,Independent,92,,
PP-136,Muhammad Nadeem Nisar Chaudhary,Pakistan Tehreek-e-Insaf,6369,,
PP-136,Muhammad Wakeel khan Manj,Independent,31423,,
PP-136,Musa Raza,Pakistan Muslim League,53,,
PP-136,Noor Elahi,Jamaat-e-Islami Pakistan,395,,
PP-136,Shahid Hussain,Independent,2187,,
PP-136,Shujah Ahmad Khan,Pakistan Muslim League (N),47475,,
PP-137,Abdul Majeed,Independent,2041,,
PP-137,Ali Imran,Jamaat-e-Islami Pakistan,4432,,
PP-137,Arshad Ali Anjum,Mutahida karwan-e-Pakistan Party,135,,
PP-137,Aslam Zulqarnain Taj,Pakistan Sunni Tehreek,109,,
PP-137,Azam Ali,Independent,29,,
PP-137,Azeem Yaseen,Independent,2988,,
PP-137,Fahad Mehmood,All Pakistan Muslim League,20,,
PP-137,Hamid Hussain Khan,Independent,399,,
PP-137,Khawaja Imran Nazeer,Pakistan Muslim League (N),50936,,
PP-137,M. Yousaf Ahad Malik,Pakistan Muslim League,1071,,
PP-137,Mehmood Ahmad,Independent,12,,
PP-137,Mian Ubaid Ullah,Independent,11,,
PP-137,Muhammad Afzal Chaudhry,Independent,183,,
PP-137,Muhammad Naeem Ashraf,Independent,27,,
PP-137,Muhammad Qadeer Ali,Jamiat Ulama-e-Islam (F),584,,
PP-137,Muhammad Rashid Ali Raza Gillani,Pakistan Falah Party,515,,
PP-137,Muhammad Riaz Gujjar,Independent,344,,
PP-137,Muhammad Zahid ul Rashdi,Independent,30,,
PP-137,Muhammd Yasir,Pakistan Tehreek-e-Insaf,20621,,
PP-137,Munir Ahmad Mughal,Independent,15,,
PP-137,Parveen Akhtar,Muttahida Qaumi Movement Pakistan,350,,
PP-137,Rana Ahsan,Independent,11,,
PP-137,Syed Zameer Hussain Rizvi,Majlis-e-Wahdat-e-Muslimeen Pakistan,387,,
PP-137,Zia ul Hassan,Independent,18,,
PP-138,Abdul Qayyum Bajwa,Tehreek-e-Tahafuze Pakistan,90,,
PP-138,Abdul Waheed Farooqi,MUTAHIDA DEENI MAHAZ,345,,
PP-138,Amjad Ali,Tehreek-e-Pasmanada Awam Pakistan,42,,
PP-138,Asad Ashraf,Independent,12,,
PP-138,Attique Ahmad,Independent,346,,
PP-138,Ch Abid Hussain,Independent,27,,
PP-138,Ch Iftikhar Yousaf,Independent,8,,
PP-138,Ch Mehmood Alam,Independent,272,,
PP-138,Ch Muhammad Aslam,Jamaat-e-Islami Pakistan,1753,,
PP-138,Faraz Hashmi,Pakistan Peoples Party Parliamentarians,6983,,
PP-138,Ghazali Saleem Butt,Pakistan Muslim League (N),47051,,
PP-138,Ghulam Rasool,Independent,89,,
PP-138,Hammad Maqsood Gill,Independent,69,,
PP-138,Khalid Mehmood Kasana,Istiqlal Party,4,,
PP-138,Mah Bano,Muttahida Qaumi Movement Pakistan,33,,
PP-138,Malik Faisal Islam,Independent,9,,
PP-138,Malik Muhammad Afzaal Hussain,Independent,11,,
PP-138,Malik Muhammad Latif,Independent,24,,
PP-138,Maqbool Ahmad,Punjab National Party,73,,
PP-138,Mian Mehmood Ahmad,Pakistan Tehreek-e-Insaf,17806,,
PP-138,Mirza Muhammad Idrees,Independent,228,,
PP-138,Muhammad Afzal,Independent,216,,
PP-138,Muhammad Ajmal,Jamiat Ulama-e-Islam (F),810,,
PP-138,Muhammad Ashraf Gondal,Independent,44,,
PP-138,Muhammad Babar Nazeer,All Pakistan Muslim League,10,,
PP-138,Muhammad Mobeen khan,Pashtoonkhwa Milli Awami Party,578,,
PP-138,Muhammad Saleem Malik,Independent,9,,
PP-138,Muhammad Shabbir,Pakistan Falah Party,52,,
PP-138,Muhammad Shehzad Malik,Independent,19,,
PP-138,Muhammad Tahir,Pakistan Sunni Tehreek,415,,
PP-138,Muzaffar Iqbal Shah,Independent,507,,
PP-138,Nadeem Hameed,Independent,1538,,
PP-138,Raja Hassan Ali,Independent,101,,
PP-138,Rana Ahsan,Independent,10,,
PP-138,Rashid Minhas,Independent,96,,
PP-138,Saleem Ullah,Independent,11,,
PP-138,Syed Imran Gulzeb Bukhari,Majlis-e-Wahdat-e-Muslimeen Pakistan,327,,
PP-139,Ayaz Ahmad Bobi,Independent,3485,,
PP-139,Bao Muhammad Rafique,Independent,557,,
PP-139,Bilal Yasin,Pakistan Muslim League (N),44670,,
PP-139,Ch Muhammad Ilyas,Independent,48,,
PP-139,Doctor Malik Muhammad Saeed,Pakistan Muslim League (F),16,,
PP-139,Hafiz Zubair Gulzar,Independent,9,,
PP-139,Haji Azeem Sheikh,Independent,8,,
PP-139,Iqbal Khan,Independent,429,,
PP-139,Majid Hussain,Pakistan Peoples Party Parliamentarians,2251,,
PP-139,Malik Muhammad Nawaz,Jamaat-e-Islami Pakistan,539,,
PP-139,Mazher Iqbal Bhalli Butt,Pakistan Tehreek-e-Insaf,25802,,
PP-139,Mrs Fareeha Zahid,Independent,4,,
PP-139,Muhammad Akram Chishti Advocate,Independent,43,,
PP-139,Muhammad Ali,Muttahida Qaumi Movement Pakistan,33,,
PP-139,Muhammad Rafique,Tehreek-e-Tahafuze Pakistan,200,,
PP-139,Muhammad Umer,Independent,176,,
PP-139,Muzaffar Hussain,Independent,15,,
PP-139,Shahid Siddiqui,Independent,41,,
PP-139,Sheikh ul Hadees Moulana Naeem Ul Din,Jamiat Ulama-e-Islam (F),3159,,
PP-139,Syed Aslam Ali Shamshi,Independent,9,,
PP-139,Waris Mehmood Anjum,Independent,34,,
PP-139,Waseem Sheikh,Independent,12,,
PP-139,Zahid Javeid Butt Advocate,Awami Muslim League Pakistan,5,,
PP-140,Afshan,Pakistan Peoples Party Parliamentarians,1184,,
PP-140,Faheem Raza Khan,Independent,512,,
PP-140,Furqan Kaleem,Independent,38,,
PP-140,Haji Abdul Aziz Khan,Awami Justice Party,17,,
PP-140,Haji Muhammad Sharif,Independent,10,,
PP-140,Khalique Ahmad Butt,Jamaat-e-Islami Pakistan,1025,,
PP-140,Majid Zahoor,Pakistan Muslim League (N),37615,,
PP-140,Miss Nasreen Majeed Chohan Advocate,Independent,167,,
PP-140,Moulana Hafiz Sana Ullah,Jamiat Ulama-e-Islam (F),742,,
PP-140,Muhammad Ajasam Sharif,Independent,51,,
PP-140,Muhammad Ikram Qazi,Independent,13,,
PP-140,Muhammad Zahid Sadiq,Independent,20,,
PP-140,Muhammad Zubair Khan Niazi,Pakistan Tehreek-e-Insaf,28243,,
PP-140,Rana Zaheer Ahmad Khan,Independent,22,,
PP-140,Shahzad Ahmad Khan,Tehreek-e-Tahafuze Pakistan,291,,
PP-140,Sheikh Muhammad Anwar Saeed,Pakistan Muslim League (F),13,,
PP-141,Asia Sikandar Khan,Independent,29,,
PP-141,Asim Meer,Independent,19,,
PP-141,Atia Saleem,Independent,219,,
PP-141,Chouhadry Amjad Mehmood,Pakistan Muslim League (J),69,,
PP-141,Chouhadry Muhammad Nawaz Net,Pakistan Tehreek-e-Insaf,23188,,
PP-141,Hafiz Ikhlaq Ahmad,Independent,13,,
PP-141,Haji Mian Shahid Abbas Advocate,Pakistan Peoples Party Parliamentarians,2218,,
PP-141,Malik Bashir Ahmad Nizami,Independent,155,,
PP-141,Mian Muhammad Atique,Independent,39,,
PP-141,Mian Muhammad Ishfaq,Independent,8,,
PP-141,Mian Mujataba Shuja Ur Rehman,Pakistan Muslim League (N),58857,,
PP-141,Mirza Umar Arif,Muttahida Qaumi Movement Pakistan,32,,
PP-141,Muhammad Imran Butt,Independent,1,,
PP-141,Muhammad Islam Qamar,Independent,16,,
PP-141,Muhammad Munir,Jamaat-e-Islami Pakistan,748,,
PP-141,Muhammad Waris Malik,Independent,7,,
PP-141,Saleem Ullah Qaddri,Jamiat Ulama-e-Islam (F),275,,
PP-141,Shagufta khalik,Independent,6,,
PP-141,Shehnaz Sohail,Independent,12,,
PP-141,Sheikh Abdulah Aziz,Pakistan Peoples Party (Shaheed Bhutto),16,,
PP-141,Tariq Mehmood,Independent,32,,
PP-142,Ammat Ali Ghalib,All Pakistan Muslim League,8,,
PP-142,Arif naseem kashmiri,Pakistan Peoples Party Parliamentarians,2886,,
PP-142,Chaudhry muhammad aslam,Independent,15,,
PP-142,khalid farooq,Independent,40,,
PP-142,Mian salman shoaib,Independent,9,,
PP-142,Muhammad hamza shehbaz sharif,Pakistan Muslim League (N),44130,,
PP-142,Muhammad iftikhar hussain,Independent,9,,
PP-142,Muhammad IIlyas qadri,Independent,73,,
PP-142,Muhammad Imtiaz,Independent,14,,
PP-142,Muhammad Tariq Gujjar,Independent,116,,
PP-142,Nadeem Akhtar Butt,Muttahida Qaumi Movement Pakistan,84,,
PP-142,salma yasmin,Independent,32,,
PP-142,Tanveer ahmad butt,Independent,184,,
PP-142,waqar ahmad,Pakistan Tehreek-e-Insaf,20305,,
PP-143,Ashiq Hussain Advocate,Tehreek-e-Pasmanada Awam Pakistan,13,,
PP-143,Atif Choudhry,Independent,87,,
PP-143,Bashir Ahmed But,Independent,13,,
PP-143,Choudhry Ghulam Nabi,Independent,445,,
PP-143,Choudhry Muhammad Shoukat,Jamaat-e-Islami Pakistan,1990,,
PP-143,Choudhry Shahbaz Ahmad,Pakistan Muslim League (N),57919,,
PP-143,Doctor Amanat Ali Shakir,Independent,240,,
PP-143,Doctor Muhammad Ashraf,Tehreek-e-Tahafuze Pakistan,179,,
PP-143,Engr Habib Ullah Choudhry,Independent,8,,
PP-143,Ferman Ali,Independent,35,,
PP-143,Hafiz Irfan Ali,Jamiat Ulama-e-Pakistan (Noorani),276,,
PP-143,Haji Muhammad Ahmed,Pakistan Peoples Party Parliamentarians,1514,,
PP-143,Malik Farooq Aslam,Pakistan Sunni Tehreek,149,,
PP-143,Manzir Azeem,Independent,180,,
PP-143,Mohammad Arshad Khan,Pakistan Tehreek-e-Insaf,16424,,
PP-143,Mohammad Imran Chishti,Independent,17,,
PP-143,Mufti Mohammad Haseeb,Sunni Ittehad Council,45,,
PP-143,Muhammad Afzal Khan,Jamiat Ulama-e-Islam (F),338,,
PP-143,Muhammad Amir Ayub Sheikh,Independent,2,,
PP-143,Muhammad Asghar Khan,Independent,29,,
PP-143,Rafaqat Ali But,Independent,816,,
PP-143,Saif ur Rehman,Independent,39,,
PP-143,Shakeel Mir Chuni,Independent,2,,
PP-143,Sheikh Muhammad Naeem,Independent,13,,
PP-143,Shoukat Shah,Independent,9,,
PP-143,Shoukat Shah,Muttahida Qaumi Movement Pakistan,7,,
PP-143,Syed Mubashar Altaf,Independent,313,,
PP-144,Alam Zaib Khan,Independent,43,,
PP-144,Ana tahir,Tehreek-e-Pasmanada Awam Pakistan,12,,
PP-144,choudhary faisal hayat cheema,Independent,35,,
PP-144,choudhary mohammad shahzad gujjar,Independent,30,,
PP-144,Hafiz Choudhry Amanullah Kahloo,Independent,32,,
PP-144,haji mohammad ahmad,Independent,49,,
PP-144,Haji Muhammad Saeed Araeen,Pakistan Muslim League (F),56,,
PP-144,ijaz ahmad awan,Jamiat Ulama-e-Islam (F),407,,
PP-144,Imran Bukhari,Independent,6,,
PP-144,mehmood hussain choudhry,Independent,30,,
PP-144,Mian Aouranzaib Altaf,Independent,17,,
PP-144,Mian Hamid Miraj,Pakistan Tehreek-e-Insaf,22827,,
PP-144,Mian Kaleem Riaz,Independent,13,,
PP-144,Mian Muhammad Tahir Manzoor,Independent,9,,
PP-144,Muhammad Fayyaz,Muttahida Qaumi Movement Pakistan,28,,
PP-144,Muqarrab Imrankazmi,Independent,82,,
PP-144,Noshad Hameed,Independent,12,,
PP-144,Qari Liaqat Ali Rizvi,Jamiat Ulama-e-Pakistan (Noorani),309,,
PP-144,Rao akhtar,Pakistan Muslim League (N),64113,,
PP-144,Rashid Ali Bhatti,Istehkaam-e-Pakistan Movement Party,60,,
PP-144,Shahzada Altamash Alamgir,Independent,28,,
PP-144,Sheikh Mohammad Naeem,Independent,29,,
PP-144,Syed Zahid Ali Shah,Pakistan Peoples Party Parliamentarians,3918,,
PP-145,Aamir Siddiqi,Jamaat-e-Islami Pakistan,676,,
PP-145,Begam Noureen Imdad,Independent,2,,
PP-145,Begum Noureen Imdad,Millat Party,0,,
PP-145,Ch. Abaid-ur-Rehman,Independent,25,,
PP-145,Ch. Muhammad Shehzad Gujjar,Independent,8,,
PP-145,Dr. Muhammad Arif Anwar Chaudhary,Awami Muslim League Pakistan,329,,
PP-145,Gohar Ilyas,Independent,458,,
PP-145,Hafiz Asrar Ahmad Jutt,Jamiat Ulama-e-Pakistan (Noorani),264,,
PP-145,Haji Imdad Hussain,Millat Party,0,,
PP-145,Haji Imdad Hussain,Pakistan Peoples Party Parliamentarians,4347,,
PP-145,Mian Khalid Mahmood,Independent,9,,
PP-145,Mian Muhammad Nazir Alam,Independent,27,,
PP-145,Mian Muhammad Rashid,Independent,22,,
PP-145,Muhammad Ashraf,Pakistan Sunni Tehreek,297,,
PP-145,MUHAMMAD ASLAM,Independent,332,,
PP-145,Muhammad Imran Asghar,Independent,3,,
PP-145,Muhammad Waheed Gul,Pakistan Muslim League (N),59521,,
PP-145,Murwa Seher,Independent,122,,
PP-145,Noshaad Ahmed,Independent,9,,
PP-145,Sajid Javaid,Independent,65,,
PP-145,Shafqat Hafeez,Independent,72,,
PP-145,Sheikh Muhammad Javed Mansha,Muttahida Qaumi Movement Pakistan,19,,
PP-145,Tariq Hameed,Pakistan Tehreek-e-Insaf,17945,,
PP-146,Aamir Ali Bhatti,Independent,602,,
PP-146,Amina Iqbal,Independent,12,,
PP-146,Ch. Arshad Ali,Independent,9,,
PP-146,Ch. Muhammad Nawaz,Independent,6,,
PP-146,Farrukh Javed,Independent,2,,
PP-146,Farzana Baby,Independent,3,,
PP-146,Ghulam Mustafa,Independent,141,,
PP-146,Hafiz Muhammad Zubair Ahmad,MUTAHIDA DEENI MAHAZ,537,,
PP-146,Imran Ahmad Khan,Pakistan Muslim League (J),13,,
PP-146,Jamshaid Iqbal,Pakistan Tehreek-e-Insaf,23841,,
PP-146,Khalid Mahmood,Independent,21,,
PP-146,Khalid Muhammad Alias Lal Khan,Independent,52,,
PP-146,Khalid Perwaiz,Independent,16,,
PP-146,Malik Muhammad Waheed,Pakistan Muslim League (N),55850,,
PP-146,Mian Shahzad Ahmad,Independent,5,,
PP-146,Muhammad Ali,Pakistan Sunni Tehreek,619,,
PP-146,Muhammad Ijaz,Independent,8,,
PP-146,Muhammad Naeem Bhatti,Pakistan Muslim League Council,2,,
PP-146,Muhammad Naeem Ullah Khan,Independent,4,,
PP-146,Muhammad Nawaz khan,Independent,10,,
PP-146,Muhammad Saleem,Independent,4,,
PP-146,Muhammad Tufeeq,Awami Warkers Party,87,,
PP-146,Muhammad Usman,Independent,4,,
PP-146,Naveed Ahmad Khan,Jamiat Ulama-e-Islam (F),68,,
PP-146,Noshad Hameed,Independent,5,,
PP-146,Rana Muhammad Waseem,Independent,4,,
PP-146,Saif Ullah Khan,Independent,9,,
PP-146,Salma Munir,Muttahida Qaumi Movement Pakistan,25,,
PP-146,Salman Ahmed Khan,Jamaat-e-Islami Pakistan,563,,
PP-146,Shahid Sarwar,Independent,25,,
PP-146,Shaikh Nafees Ahmad,Independent,4,,
PP-146,Syed Moazzam Hussain Bukhari,Tehreek-e-Tahafuze Pakistan,90,,
PP-146,Tariq Yaseen,Pakistan Falah Party,4,,
PP-146,Waheed Murad,Independent,8,,
PP-146,Zahid Zulfiqar Khan,Pakistan Peoples Party Parliamentarians,2367,,
PP-147,AMEER UL AZIM,Jamaat-e-Islami Pakistan,1890,,
PP-147,BUSHRA WAQAR,Independent,7,,
PP-147,CHAOUDHARY MUHAMMAD USMAN,Independent,5,,
PP-147,DDCTOR MOHUMMAD NASIR,Independent,44,,
PP-147,HAFIZ SYED WAJID ALI SHAH,Pakistan Sunni Tehreek,269,,
PP-147,IFTIKHAR SHAHID ADVOCATE,Pakistan Peoples Party Parliamentarians,1873,,
PP-147,KHALID MEHMOOD,Pakistan Justice Party,29,,
PP-147,KHALID PERVAIZ,Awami Muslim League Pakistan,6,,
PP-147,MIRZA FAISAL BAIG,All Pakistan Muslim League,22,,
PP-147,MOHSIN LATIF,Pakistan Muslim League (N),36781,,
PP-147,MUHAMMAD FAYYAZ VIRK,Independent,8,,
PP-147,MUHAMMAD IJAZ HUSSAIN,Pakistan Peoples Party (Shaheed Bhutto),10,,
PP-147,MUHAMMAD SABIR ALI,Independent,13,,
PP-147,MUHAMMAD SHOAIB SIDDIQUI,Pakistan Tehreek-e-Insaf,30174,,
PP-147,RAO MUHAMMAD JAVED IQBAL,Independent,14,,
PP-147,RAZA HUSSAIN KHAN,Majlis-e-Wahdat-e-Muslimeen Pakistan,149,,
PP-147,SHAFIQ AHMAD KHAN,Independent,160,,
PP-147,SHEIKH NOOR MUHAMMAD,Tehreek-e-Tahafuze Pakistan,279,,
PP-147,SYED SHADAB HUSSAIN JAFRI,Independent,11,,
PP-147,TAHIR BASHIR,Independent,1587,,
PP-148,Akhtar Rasool Chaudary,Pakistan Muslim League (N),49784,,
PP-148,Chaudary Sadaqat Ali Wraich,MUTAHIDA DEENI MAHAZ,70,,
PP-148,Hafiz Muhammad Usman,Independent,12,,
PP-148,Irfan Ali,Independent,31,,
PP-148,Mian Muhammad Asif Advocate,Independent,499,,
PP-148,Mian Muhammad Aslam Iqbal,Pakistan Tehreek-e-Insaf,54893,,
PP-148,Mirza Tahir Baig,Tehreek-e-Itehad Pakistan.,29,,
PP-148,Muhammad Naeem Zafar,Pakistan Peoples Party Parliamentarians,1038,,
PP-148,Muhammad Riaz Ul Hassan,Jamaat-e-Islami Pakistan,1005,,
PP-148,Muhammad Shahid Malik,Sunni Ittehad Council,102,,
PP-148,Muhammad Siddique Akhtar,Tehreek-e-Tahafuze Pakistan,105,,
PP-148,Muhammad Zahid Khan,Muttahida Qaumi Movement Pakistan,47,,
PP-148,Mushtaq Ahmad Bhatti S/O Nazir Ahmar Bhatti,Awami Justice Party,3,,
PP-148,Naseer Ahmad Ahrar,Jamiat Ulama-e-Islam (F),635,,
PP-148,Sabah Mehmood,Independent,90,,
PP-148,Shazia Aymen,Independent,35,,
PP-148,Syed Muhammad Qadeer Shah,Pakistan Sunni Tehreek,142,,
PP-148,Yasmin Anees,Independent,17,,
PP-149,ABDUR REHMAN,Independent,49,,
PP-149,GHAZALA REHMAN RAI,All Pakistan Muslim League,64,,
PP-149,HAFIZ ABDUL RAHIM,Independent,131,,
PP-149,HAFIZ MUHAMMAD ALI BAIG,Independent,2,,
PP-149,M SHAHZAD AKBAR,Muttahida Qaumi Movement Pakistan,88,,
PP-149,MALIK FAISAL ISLAM,Independent,13,,
PP-149,MALIK HABIB ULAAH BHATI,Pakistan Muslim League,1931,,
PP-149,MIAN HARIS SALEEM,Independent,16,,
PP-149,MIAN LAIK UR REHMAN,Tehreek-e-Pasmanada Awam Pakistan,43,,
PP-149,MIAN MUHAMMAD AKRAM USMAN,Pakistan Tehreek-e-Insaf,30913,,
PP-149,MIAN WAHEED AHMAD,Jamiat Ulama-e-Islam (F),851,,
PP-149,MUHAMMAD ALI BAIG,Independent,27,,
PP-149,MUHAMMAD ALI KHAN,Independent,33,,
PP-149,MUHAMMAD ARSHAD KHAN NIAZI,Independent,136,,
PP-149,MUHAMMAD FIAZ,Independent,90,,
PP-149,MUHAMMAD IMTIAZ CHUDHERY,MUTAHIDA DEENI MAHAZ,60,,
PP-149,MUHAMMAD SHUAIB KHAN NIAZI,Independent,10323,,
PP-149,MUZAFFAR HUSSAIN SHEIKH,Independent,14,,
PP-149,NADIR KHAN,Pakistan Peoples Party Parliamentarians,3680,,
PP-149,NASRULLAH KHAN QADRI,Pakistan Sunni Tehreek,276,,
PP-149,RANA MASHHOOD AHMAD KHAN,Pakistan Muslim League (N),47933,,
PP-149,RANA MUHAMMAD SHAFIQ,Independent,21,,
PP-149,RAZIA ANSARI,Pakistan Justice Party,82,,
PP-149,SHAHID NAVEED MALIK,Jamaat-e-Islami Pakistan,2482,,
PP-149,SHAHZAD HASSAN,Independent,8,,
PP-149,SHEIKH KHALID AFTAB,Independent,11,,
PP-149,SYED ALTAF HUSSAIN,Independent,56,,
PP-149,SYEDA TAHIRA SHIRAZI,Independent,9,,
PP-150,Ahmad Mushtaq,Independent,22,,
PP-150,Ali Abbas Bukhari,Independent,9,,
PP-150,Amjad Ali,Independent,20,,
PP-150,Asif Mehmood Nagra,Pakistan Peoples Party Parliamentarians,3805,,
PP-150,Dilshad Ahmad Siddique,Independent,16,,
PP-150,Hafiz Muhammad Ijaz Ul Haq Chudhery,Independent,79,,
PP-150,Haji Khalil Ahmed Bhatti,Independent,14,,
PP-150,Javeed Iqbal Alhussain Albukhari,Independent,183,,
PP-150,Khawaja Tariq Sarfaraz,Punjab National Party,16,,
PP-150,Khuwaja Safwan,Independent,24,,
PP-150,Mehar Hameed Shafi,Tehreek-e-Tahafuze Pakistan,116,,
PP-150,Mehar Ishtiaq Ahmad,Pakistan Muslim League (N),57232,,
PP-150,Mehar Wajid Azeem,Pakistan Tehreek-e-Insaf,34219,,
PP-150,Mian Basharat Ali Dola,Independent,22,,
PP-150,Mian Muhammad Asif,Jamiat Ulama-e-Islam (F),1018,,
PP-150,Muhammad Arshad Khan Niazi,Independent,15,,
PP-150,Muhammad Iqbal,MUTAHIDA DEENI MAHAZ,78,,
PP-150,Muhammad Naveed Qadri,Pakistan Sunni Tehreek,344,,
PP-150,Muhammad Zulfiqar Khan,All Pakistan Muslim League,13,,
PP-150,Muhtarma Nargis Bano,Tehreek-e-Wafaq Pakistan,10,,
PP-150,Naheed Sultan Daughter of Jamal Khan,Independent,3,,
PP-150,Peer Zia AlMustafa Haqani,Sunni Ittehad Council,502,,
PP-150,Rafaqat Ali,Muttahida Qaumi Movement Pakistan,195,,
PP-150,Shukat Zia Chaudhary,Independent,56,,
PP-150,Syed Adeel Abbas,Independent,7,,
PP-150,Syed Zeeshan Shah,Independent,49,,
PP-150,WaJid Hussain,Independent,46,,
PP-151,Abdul Qayum,Punjab National Party,8,,
PP-151,Amir Nazeer Rajput,All Pakistan Muslim League,14,,
PP-151,Arshad Imran Sulehri,Independent,32,,
PP-151,Asad Abbas Shah,Majlis-e-Wahdat-e-Muslimeen Pakistan,1528,,
PP-151,Ch Abdul Qadeer,Independent,4,,
PP-151,Ch Allah Ditta Heera,Independent,6,,
PP-151,Ch Bakir Hussain,Independent,13,,
PP-151,Ch Mehmood ul Ahad,Jamaat-e-Islami Pakistan,1890,,
PP-151,Ch Saleem Ali,Independent,12,,
PP-151,Ch Zarar Manzoor,Independent,7,,
PP-151,Ehsan Ul Haq,Independent,18,,
PP-151,Faheem Jameel Thakar,Pakistan Peoples Party Parliamentarians,1224,,
PP-151,Malik Abdul Rehman Shaheen,Independent,14,,
PP-151,Malik Khalid Pervaiz Khokhar,Independent,4,,
PP-151,Malik Muhammad Siddique Khokhar,Sunni Ittehad Council,43,,
PP-151,Malik Mumtaz,Independent,15,,
PP-151,Mian Mehmood ur Rasheed,Pakistan Tehreek-e-Insaf,58183,,
