halqa_id,name,political_party,votes_2013,,
NA-262,Abdul Rauff,Independent,216,,
NA-262,Abdul Wali,Pakistan Muslim League,89,,
NA-262,Attaullah Khan,Independent,1982,,
NA-262,Faisal Bari,Pakistan Tehreek-e-Insaf,382,,
NA-262,Juma Khan Duranni (Arduzai),Independent,57,,
NA-262,Mehmood Khan Achakzai,Pashtoonkhwa Milli Awami Party,37814,,
NA-262,Mirza Khan,Afghan Qumi Movement (Pakistan),152,,
NA-262,Molve Muhammad Naseem,Independent,131,,
NA-262,Molvi Muhammad Sadiq,Independent,14,,
NA-262,Muhammad Aslam,Pakistan Awami Quwat Party,9,,
NA-262,Muhammad Usman,Independent,884,,
NA-262,Muhammad Younas,Independent,647,,
NA-262,Nazar Muhammad Khan,Pakistan Peoples Party Parliamentarians,3435,,
NA-262,Qari Muhammad Sher Ali,Jamiat Ulama-e-Islam (F),25254,,
NA-262,Salah Uddin,Jumiat Ulma-e-Islam(Nazryati),13793,,
NA-262,Waris Khan,Independent,114,,
NA-263,Abdul Kareem Khetran,National Party,144,,
NA-263,Abdul Mateen Akhondzada,Jamaat-e-Islami Pakistan,367,,
NA-263,Akhtar Shah Kudezai,Pashtoonkhwa Milli Awami Party,11042,,
NA-263,Azeem Jan Tareen,Independent,715,,
NA-263,Bismillah Jan Luni,Awami National Party,1095,,
NA-263,Dr Qazi Muhammad Aslam,Independent,61,,
NA-263,Mehmood Khan Uthmankhel,Independent,305,,
NA-263,Mir Ibrar Khan Khetran,Independent,38,,
NA-263,Mir Shah Jehan Khan Khetran,Independent,274,,
NA-263,Molana Abdul Qadir Luni,Jumiat Ulma-e-Islam(Nazryati),2920,,
NA-263,Molana Ameer Zaman,Jamiat Ulama-e-Islam (F),31031,,
NA-263,Molvi Agha Muhammad,Independent,152,,
NA-263,Muhammad Dawood Khan,Pakistan Tehreek-e-Insaf,3227,,
NA-263,Nisar Ahmed,Independent,507,,
NA-263,Sami Ullah Luni,Tehreek-e-Pasmanada Awam Pakistan,91,,
NA-263,Sardar Khan,Pakistan Peoples Party (Shaheed Bhutto),68,,
NA-263,Sardar Masood Ali Khan Luni,Pakistan Muslim League,820,,
NA-263,Sardar Mir Baz Muhammad Kha Khetran,Pakistan Peoples Party Parliamentarians,22147,,
NA-263,Sardar Muhammad Yaqoob Khan Nasir,Pakistan Muslim League (N),23374,,
NA-263,Shazia Shah Jehan Khetran,Independent,131,,
NA-263,Sikandar Hayat Khan Jogezai,Independent,3770,,
NA-263,Wadera Gulzar Khan,Balochistan National Party,3601,,
NA-264,Haji Akhtar Mohammad Mandokhel,Pakistan Tehreek-e-Insaf,1884,,
NA-264,Jaffar Khan Mandokhel,Pakistan Muslim League,2824,,
NA-264,Mohammad Amin,Independent,2522,,
NA-264,Moulana Asmatullah,Jumiat Ulma-e-Islam(Nazryati),27512,,
NA-264,Moulana Mohammad Khan Sherani,Jamiat Ulama-e-Islam (F),30870,,
NA-264,Naseeb Khan Nasar,Independent,511,,
NA-264,Nawabzada Mohamamd Amin Khan Jogezai,Awami National Party,3143,,
NA-264,Nazar Khan Kharoti,Independent,345,,
NA-264,Raza Mohammad Raza,Pashtoonkhwa Milli Awami Party,21839,,
NA-264,Sheikh Abdul Sattar Mandokhel,Pakistan Muslim League (N),1470,,
NA-265,Ahmed Jan,Pakistan Peoples Party Parliamentarians,1942,,
NA-265,Ahmed Jan Khan,Pashtoonkhwa Milli Awami Party,12929,,
NA-265,Attaullah Khan Kalpar Bugti,Independent,11135,,
NA-265,Babar Marghazani,Pakistan Tehreek-e-Insaf,6037,,
NA-265,Dad Muhammad,Jumiat Ulma-e-Islam(Nazryati),1185,,
NA-265,Maehrullah Khan,Jamaat-e-Islami Pakistan,218,,
NA-265,Malik Dad Muhammad Tareen,Awami National Party,1441,,
NA-265,Mir Ahmedan Khan Bugti,Pakistan Muslim League,8246,,
NA-265,Mir Ali Mardan Khan Domki,Independent,1787,,
NA-265,Mir Ali Murad Khan Bugti,Independent,283,,
NA-265,Mir Baz Muhammad Marri,Jamiat Ulama-e-Islam (F),7402,,
NA-265,Mir Dostain Khan Domki,Independent,22874,,
NA-265,Mir Gul Khan Marri,Independent,86,,
NA-265,Mir Liaqat Ali Khan,Independent,31,,
NA-265,Mir Muhammad Khan Chandio,Balochistan National Party (Awami),1127,,
NA-265,Mir Sanaullah Khan Murghazani,Muttahida Qaumi Movement Pakistan,154,,
NA-265,Mira Jan,Independent,178,,
NA-265,Muhammad Ramzan,Balochistan National Party,89,,
NA-265,Nawabzada Guaram Khan Bugti,Independent,460,,
NA-265,Nawabzada Jangaiz Khan Marri,Pakistan Muslim League (N),6668,,
NA-265,Nawabzada Talal Akbar Bugti,Jamhoori Wattan Party,313,,
NA-265,Syed Iqbal Shah,Pakistan Falah Party,932,,
NA-265,Yar Muhammad Bangulzai,National Party,817,,
NA-266,Abdul Fatah Abro,Independent,117,,
NA-266,Basheer Ahmed,Independent,221,,
NA-266,Basheer Ahmed Mandai,Jamaat-e-Islami Pakistan,778,,
NA-266,Comrade Fareed Umrani,Independent,592,,
NA-266,Comrade Zahoor Ahmed Khosa,Pakistan Peoples Party (Shaheed Bhutto),567,,
NA-266,Dr Abdul Hayee Baloch,National Party,3875,,
NA-266,Dr Azizullah Satakzai,Independent,215,,
NA-266,Farooq Jamali,Independent,1063,,
NA-266,Ghulam Haider Jakhrani,Independent,47,,
NA-266,Haji Naseer Ahmed Khosa,Independent,42,,
NA-266,Maqsood Ali Domki,Majlis-e-Wahdat-e-Muslimeen Pakistan,101,,
NA-266,Maulvi Mohammad Abdullah Jatak,Jamiat Ulama-e-Islam (F),7852,,
NA-266,Mir Abdul Ghafoor Mengal,Balochistan National Party,2685,,
NA-266,Mir Abdul Majid Abro,Jamote Qaumi Movement,10039,,
NA-266,Mir Changez Khan Jamali,Pakistan Peoples Party Parliamentarians,17404,,
NA-266,Mir Izhar Hussain Khosa,Independent,347,,
NA-266,Mir Maqbool Ahmed Khosa,Jamiat Ulama-e-Pakistan (Noorani),1026,,
NA-266,Mir Saleem Ahmed Khosa,Independent,35743,,
NA-266,Mir Sikandar Ali,Independent,242,,
NA-266,Mofti Mohammad Hayat Qadri,Sunni Ittehad Council,124,,
NA-266,Mohammad Nawaz Katoher,Jumiat Ulma-e-Islam(Nazryati),133,,
NA-266,Mohammad Salah Umrani,Independent,378,,
NA-266,Mohammad Waris Abro,Independent,82,,
NA-266,Molvi Rustam Khan Norani,Independent,52,,
NA-266,Muhammad Anwar,Independent,177,,
NA-266,Muhammad Bakhsh Mengal,Pashtoonkhwa Milli Awami Party,152,,
NA-266,Muhammad Hanif Khan Khosa,Independent,193,,
NA-266,Nawabzada Guaram Khan Bugti,Independent,103,,
NA-266,Nawabzada Shazain Bugti,Jamhoori Wattan Party,400,,
NA-266,Noor Ahmed Umrani,Balochistan National Party (Awami),1038,,
NA-266,Sardarzada Mir Bajjar Chakar Domki,Independent,8408,,
NA-266,Shehbaz Khan Umrani,Muttahida Qaumi Movement Pakistan,377,,
NA-266,Shoukat Ali Lehri,Pakistan Sunni Tehreek,168,,
NA-266,Zafarullah Khan Jamali,Independent,41604,,
NA-267,Abdul Raheem Rind,Independent,38915,,
NA-267,Abdul Sattar,National Party,995,,
NA-267,Dr Abdul Razaque Lashari,Muttahida Qaumi Movement Pakistan,146,,
NA-267,Haji Mangey Khan Rahija,Jamiat Ulama-e-Islam (F),1012,,
NA-267,Haji Noor Muhammad Shahwani,Balochistan National Party,76,,
NA-267,Irfan Aziz Kurd,Independent,36,,
NA-267,Khalid Hussain Magsi,Independent,42240,,
NA-267,Major R Amir Aziz Kurd,Pakistan Muslim League (N),2272,,
NA-267,Mir Abdul Majid Abroo,Jamote Qaumi Movement,429,,
NA-267,Mir Abdul Malik,Independent,34,,
NA-267,Mir Amir Khan Rind,Independent,354,,
NA-267,Mir Farooq Aziz,Independent,27,,
NA-267,Mir Mitha Khan,Independent,29,,
NA-267,Mir Mohammad Azam Sumalani,Pakistan Tehreek-e-Insaf,95,,
NA-267,Mir Mujeeb Rahman Shahwani,Balochistan National Party (Awami),75,,
NA-267,Mir Zulfiqar Ali Talpur,Independent,40,,
NA-267,Muhammad Saif Lashari,Independent,51,,
NA-267,Muhammad Umar Abroo,Independent,158,,
NA-267,Pir Bux Jamot,Pakistan Peoples Party Parliamentarians,124,,
NA-267,Sardar Mulana Muhammad Wazeer ul Qadri,Sunni Ittehad Council,145,,
NA-267,Sardar Zada Changaz Khan Kurd,Independent,991,,
NA-267,Syed Hayder Nawaz Shah,Independent,36,,
NA-268,Abdul Rehman,Pakistan Sunni Tehreek,467,,
NA-268,Ayatullah Durrani,Millat Party,0,,
NA-268,Ayatullah Durrani,Pakistan Peoples Party Parliamentarians,374,,
NA-268,Ghulam Farooq Shahwani,Muttahida Qaumi Movement Pakistan,29,,
NA-268,Gul Muhammad,Jamhoori Wattan Party,95,,
NA-268,Malik Muhammad Faisal Dehwar,Pakistan Tehreek-e-Insaf,575,,
NA-268,Malik Naveed Dehwar,Balochistan National Party,8757,,
NA-268,Meer Ahmed,Independent,83,,
NA-268,Mir Ali Akbar,Balochistan National Party (Awami),2580,,
NA-268,Mir Muhammad Asim Kurd Galu,Independent,244,,
NA-268,Mir Muhammad Raheem Alizai,Independent,32,,
NA-268,Mir Pervaiz Hameed Lehri,Independent,348,,
NA-268,Molana Abdul Ghafoor Haideri,Jamiat Ulama-e-Islam (F),10717,,
NA-268,Muhammad Iqbal,Independent,2733,,
NA-268,Muhammad Younus,Jamiat Ulama-e-Pakistan (Noorani),252,,
NA-268,Sardar Kamal Khan Bangulzai,National Party,19873,,
NA-268,Sardar Sanaullah Zehri,Pakistan Muslim League (N),6724,,
NA-268,Sardarzada Mir Saeed Ahmed Langove,Jumiat Ulma-e-Islam(Nazryati),7918,,
NA-269,Agha Shakeel Ahmed Durani,Independent,852,,
NA-269,Amir Bakhsh Mengal Advocate,Independent,103,,
NA-269,Atta ur Rehman Mengal,Independent,1636,,
NA-269,Engineer Muhammad Khan Zehri,Independent,186,,
NA-269,Mir Abdul Rauf Mengal,Balochistan National Party,25970,,
NA-269,Mir Imam Bakhsh Zahri,Pakistan Peoples Party Parliamentarians,577,,
NA-269,Mir Muhammad Aslam Gurgnari,Independent,49,,
NA-269,Mir Muhammad Ibrahim Zehri,Independent,256,,
NA-269,Molana Qamar Din,Jamiat Ulama-e-Islam (F),26028,,
NA-269,Molvi Muhammad Qasim,Jamiat Ulama-e-Pakistan (Noorani),1045,,
NA-269,Muhammad Ameen,Independent,221,,
NA-269,Sardar Sanaullah Zehri,Pakistan Muslim League (N),15338,,
NA-270,Ghulam Akbar Lasi,Pakistan Peoples Party Parliamentarians,35142,,
NA-270,Jam Kamal Khan,Independent,56658,,
NA-270,Mohammad Qasim Roonjho,Balochistan National Party,3593,,
NA-270,Mollana Ghulam Qadir Qasmi,Jamiat Ulama-e-Islam (F),2838,,
NA-270,Mollana Mohammad Illyas Gabool,Pakistan Sunni Tehreek,78,,
NA-270,Raees Nawaz Ali Burfat,Pakistan Tehreek-e-Insaf,1320,,
NA-270,Shah Wali,Jamhoori Wattan Party,231,,
NA-271,Abdul Khaliq Baloch,National Party,3467,,
NA-271,Dr. Sardar Muhammad Husain,Independent,192,,
NA-271,Ehsanullah Reki,Pakistan Peoples Party Parliamentarians,6170,,
NA-271,Hafiz Muhammad Azam,Jamiat Ulama-e-Islam (F),2655,,
NA-271,Jahanzaib Baloch,Balochistan National Party,3637,,
NA-271,Jalil Zahid,Independent,63,,
NA-271,Lt.Gen R Abdul Qadir Baloch,Pakistan Muslim League (N),7388,,
NA-271,Mir Shoaib Nosharwani,Independent,244,,
NA-271,Molvi Jamil Ahmed,Independent,521,,
NA-271,Muhammad Hanif Baloch,Balochistan National Party (Awami),2371,,
NA-271,Munir Ahmed,Independent,2257,,
NA-271,Shabaz Khan,Independent,1473,,
NA-272,Abdul Hameed,Jamiat Ulama-e-Islam (F),2973,,
NA-272,Abdul Rauf Rind,Balochistan National Party (Awami),5147,,
NA-272,Adam,Independent,26,,
NA-272,Attaullah,Independent,7,,
NA-272,Babu Gulab,Independent,296,,
NA-272,Barkat Ali,Independent,83,,
NA-272,Gulab Baloch,Jamaat-e-Islami Pakistan,1108,,
NA-272,Muhammad Yasin Baloch,National Party,15316,,
NA-272,Nazimuddin,Independent,148,,
NA-272,Sayed Essa Nori,Balochistan National Party,15835,,
NA-272,Zobaida Jalal,Pakistan Muslim League (N),942,,
PB-1,Abdul Aziz Qureshi,Independent,6,,
PB-1,Abdul Rasheed,Independent,10,,
PB-1,Afsar Khan,Independent,4,,
PB-1,Agha Faisal Shah,Independent,11,,
PB-1,Allauddin Kakar,Independent,303,,
PB-1,Anwar Tareen,Muttahida Qaumi Movement Pakistan,97,,
PB-1,Babar Khan,Tehreek-e-Tahafuze Pakistan,78,,
PB-1,Eid Muhammad,Independent,62,,
PB-1,Haji Meer Hassan,Independent,10,,
PB-1,Imran Ali,Majlis-e-Wahdat-e-Muslimeen Pakistan,751,,
PB-1,Irshad Sultan Durrani,Independent,109,,
PB-1,Jaffar Georg,Independent,276,,
PB-1,Jamil Ramzan,Balochistan National Party,350,,
PB-1,Mirza Hussain Hazara,Hazara Democratic Party,224,,
PB-1,Muhammad Abid,Independent,435,,
PB-1,Muhammad Arif Khan Utmanzai,Independent,25,,
PB-1,Muhammad Aslam,Independent,325,,
PB-1,Muhammad Azeem Butt,Independent,15,,
PB-1,Muhammad Dawood Khan,Pakistan Muslim League (F),351,,
PB-1,Muhammad Hashim,Pakistan Peoples Party Parliamentarians,387,,
PB-1,Muhammad Hussain,Jumiat Ulma-e-Islam(Nazryati),279,,
PB-1,Muhammad Hussain Khilji,Awami Muslim League Pakistan,52,,
PB-1,Muhammad Ibrahim,Jamaat-e-Islami Pakistan,234,,
PB-1,Muhammad Saleem,Independent,22,,
PB-1,Muhammad Yaqoob,Jamhoori Wattan Party,11,,
PB-1,Naik Muhammad Kakar,Awami National Party,32,,
PB-1,Naseem ur Rahman,Independent,13,,
PB-1,Naseemullah Khan,Independent,509,,
PB-1,Naseer Ahmed Tareen,Independent,100,,
PB-1,Sadiq Din,Independent,488,,
PB-1,Saeed Ahmed Hashmi,Pakistan Muslim League,2563,,
PB-1,Shakeel Ahmed,Pakistan Tehreek-e-Insaf,3454,,
PB-1,Syed Asmatullah,Independent,3,,
PB-1,Syed Iqbal Shah,Jamiat Ulama-e-Islam (F),238,,
PB-1,Tahir Mehmood Khan,Pakistan Muslim League (N),6161,,
PB-1,Zaheer ud Din,Pashtoonkhwa Milli Awami Party,3476,,
PB-2,Abdul Khaliq,Hazara Democratic Party,6975,,
PB-2,Abdul Manan,Independent,18,,
PB-2,Abdul Qayum,Jamaat-e-Islami Pakistan,47,,
PB-2,Abdullah,Pakistan Muslim League (F),53,,
PB-2,Asghar Ali Gulzari,Independent,5,,
PB-2,Barat Ali,Independent,0,,
PB-2,Bibi Hanifa,Independent,278,,
PB-2,Bismillah Khan Khilji,Independent,41,,
PB-2,Ehsan ullah Khan,Jumiat Ulma-e-Islam(Nazryati),818,,
PB-2,Faisal Mushtaq,Sunni Ittehad Council,16,,
PB-2,Fatima Ibrahim,Independent,17,,
PB-2,Imran Ali,Independent,2,,
PB-2,Jan Ali Changezi,Pakistan Peoples Party Parliamentarians,480,,
PB-2,Meera Jan,Independent,15,,
PB-2,Mir Muhammad Kazim,Independent,59,,
PB-2,Molvi Noor Muhammad,Jamiat Ulama-e-Islam (F),1472,,
PB-2,Muhammad Akram,Independent,12,,
PB-2,Muhammad Amir Khan Mashwani,Independent,12,,
PB-2,Muhammad Ayub,MUTAHIDA DEENI MAHAZ,295,,
PB-2,Muhammad Hassan,Balochistan National Party (Awami),97,,
PB-2,Muhammad Ibrahim,Muttahida Qaumi Movement Pakistan,69,,
PB-2,Muhammad Ibrahim Kasi,Awami National Party,907,,
PB-2,Muhammad Imran,Independent,25,,
PB-2,Muhammad Imran Khan,Tehreek-e-Tahafuze Pakistan,227,,
PB-2,Muhammad Ishaq,Balochistan National Party,78,,
PB-2,Muhammad Jaffar,Pakistan Tehreek-e-Insaf,1676,,
PB-2,Muhammad Juma,Independent,4,,
PB-2,Muhammad Naeem,Independent,8,,
PB-2,Muhammad Ramzan,Independent,5,,
PB-2,Muhammad Tahir Khan,Independent,19,,
PB-2,Musa Khan,All Pakistan Muslim League,4,,
PB-2,Nadira Ehtisham,Awami Muslim League Pakistan,52,,
PB-2,Rajab Ali,Independent,5,,
PB-2,Sahar Gul,Pakistan Muslim League (N),6278,,
PB-2,Shah Muhammad,Independent,59,,
PB-2,Shams Ullah,Jamhoori Wattan Party,120,,
PB-2,Syed Muhammad Ali,Pashtoonkhwa Milli Awami Party,2943,,
PB-2,Syed Muhammad Raza,Majlis-e-Wahdat-e-Muslimeen Pakistan,7980,,
PB-3,Abdul Ghaffaar Kakar,Jumiat Ulma-e-Islam(Nazryati),979,,
PB-3,Abdul Hazrat,MUTAHIDA DEENI MAHAZ,663,,
PB-3,Abdul Sadiq,Jamiat Ulama-e-Islam (F),2526,,
PB-3,Agha Abdul Malik,Independent,81,,
PB-3,Agha Muhammad,Independent,64,,
PB-3,Ali Muhammad Kakar,Independent,11,,
PB-3,Amanullah Khan,Jamhoori Wattan Party,6,,
PB-3,Amanullah Khan Kakar,Independent,10,,
PB-3,Azizullah Khan,Independent,92,,
PB-3,Ghulam Muhammad,Independent,69,,
PB-3,Habibullah,All Pakistan Muslim League,4,,
PB-3,Haider Jan,Independent,22,,
PB-3,Haji Abdul Zahir Tareen,Independent,281,,
PB-3,Haji Attaullah Langove,National Party,410,,
PB-3,Hameedullah,Independent,3,,
PB-3,Jamshed ur Rehman,Independent,5,,
PB-3,Liaquat Ali,Independent,3551,,
PB-3,Malik Imranullah Kakar,Muttahida Qaumi Movement Pakistan,49,,
PB-3,Maqsood Ahmed,Independent,15,,
PB-3,Mir Bahadur Khan,Independent,3,,
PB-3,Mira Jan,Qaumi Watan Party (Sherpao),9,,
PB-3,Muhammad Ashraf,Awami Muslim League Pakistan,85,,
PB-3,Muhammad Asif,Independent,18,,
PB-3,Muhammad Hanif Khondai,Independent,23,,
PB-3,Muhammad Ishaq Khan Yousafzai,Independent,17,,
PB-3,Muhammad Ismail Gujar,Pakistan Muslim League (N),2354,,
PB-3,Muhammad Tahir,Independent,17,,
PB-3,Muhammad Yousaf,Balochistan National Party,1139,,
PB-3,Naseebullah,Pakistan Muslim League,2126,,
PB-3,Naseer ud Din Kakar,Pakistan Peoples Party Parliamentarians,985,,
PB-3,Nawab Muhammad Ayaz Khan Jogzai,Pashtoonkhwa Milli Awami Party,10999,,
PB-3,Noor ud Din Tareen,Awami National Party,208,,
PB-3,Syed Abdul Majeed,Jamaat-e-Islami Pakistan,32,,
PB-3,Syed Bismillah Agha,Independent,1880,,
PB-3,Taj Muhammad,Independent,26,,
PB-3,Wali Khan,Independent,6,,
PB-3,Zainullah Khan,Independent,6,,
PB-4,Abdul Bari Barrach,Pakistan Tehreek-e-Insaf,3124,,
PB-4,Akhtar Hussain Lango,Balochistan National Party,5191,,
PB-4,Akhtar Muhammad alias Zahid Akhtar,Jamaat-e-Islami Pakistan,400,,
PB-4,Aurangzeb Khan,Independent,15,,
PB-4,Chaudary Muhammad Ayyaz,Independent,6,,
PB-4,Feroz Khan,Independent,9,,
PB-4,Haji Abdul Kareem Langove,Independent,307,,
PB-4,Haji Sahib Jan Barrech,Independent,1494,,
PB-4,Jaffar George,Independent,340,,
PB-4,Jahangir Ahmed,Independent,6,,
PB-4,Javed Ahmed Khan,Independent,11,,
PB-4,Khalid Razaq,Independent,36,,
PB-4,Khaliq Dad,Independent,34,,
PB-4,Khan Daulat Khan,Independent,123,,
PB-4,Mir Lashkari Raisani,Pakistan Muslim League (N),3635,,
PB-4,Mir Muhammad Farooq Langove,Jumiat Ulma-e-Islam(Nazryati),1186,,
PB-4,Mir Muhammad Ismail Lehri,Pakistan Muslim League,1617,,
PB-4,Mir Sher Ali Mirwani,Qaumi Watan Party (Sherpao),18,,
PB-4,Mir Zarak Khan Zehri,Mohajir Qaumi Movement Pakistan,16,,
PB-4,Mufti Kaleemullah,MUTAHIDA DEENI MAHAZ,1904,,
PB-4,Mugjeez Shahzad Buzdar,Balochistan National Party (Awami),185,,
PB-4,Muhammad Arif,Independent,20,,
PB-4,Muhammad Jamal Langove,Jamiat Ulama-e-Islam (F),214,,
PB-4,Muhammad Tahir,Independent,6,,
PB-4,Muhammad Younis,Pakistan Peoples Party Parliamentarians,814,,
PB-4,Munawar Bibi Baloch,Independent,10,,
PB-4,Nadeem Anwar Khan,Independent,1,,
PB-4,Najam ul Saqib,Awami Muslim League Pakistan,16,,
PB-4,Najeeb Ullah Khan,Independent,5,,
PB-4,Naveed Ahmed,Jamhoori Wattan Party,97,,
PB-4,Niaz Muhammad Khan,Independent,4,,
PB-4,Professor Mansoor Ahmed,Pakistan Muslim League (F),65,,
PB-4,Raza Muhammad Barrech,Pashtoonkhwa Milli Awami Party,5345,,
PB-4,Sardar Atif Ali Sanjrani,Independent,231,,
PB-4,Shah Faisal,Muttahida Qaumi Movement Pakistan,126,,
PB-4,Syed Zahir Sultan,Pakistan Sunni Tehreek,75,,
PB-4,Taimoor Khan,Independent,339,,
PB-4,Takari Shafqatullah Langove,National Party,1039,,
PB-5,Abdul Manan Bareech,Independent,14,,
PB-5,Abdul Rabani Khilji,Independent,4,,
PB-5,Ahmed Nawaz Baloch,Balochistan National Party,7665,,
PB-5,Amanullah,Independent,29,,
PB-5,Bibi Safoora,Pakistan Peoples Party (Shaheed Bhutto),9,,
PB-5,Ghaffar Khan,Independent,24,,
PB-5,Ghulam Farooq,Independent,34,,
PB-5,Ghulam Hussain momin sarmast,Independent,123,,
PB-5,Ghulam Jilani Barrech,Independent,7,,
PB-5,Ghulam Saddique,Awami Muslim League Pakistan,14,,
PB-5,Gul Zaman shawani,Independent,21,,
PB-5,Haji Abdul Mateen,Independent,9,,
PB-5,Haji Amanullah Khan,Independent,196,,
PB-5,Iftikhar Ahmed Shawani,Pakistan Muslim League (F),97,,
PB-5,Jan Muhammad Sabir Khilji,Independent,21,,
PB-5,Khuda Bakhsh,Independent,46,,
PB-5,Malik Liaquat Lehri,Independent,11,,
PB-5,Malik Muhammad Saleem Shawani,Independent,560,,
PB-5,Malik Umer Farooq,Independent,13,,
PB-5,Mir Abdul Rauf Kurd,Independent,431,,
PB-5,Mir Atta Muhammad Bangulzai,National Party,4212,,
PB-5,Mir Atta Muhammad Qalanderi,Independent,1,,
PB-5,Mir Dad Muhammad Jattak,Independent,429,,
PB-5,Mir Gul Jatak,Pakistan Peoples Party Parliamentarians,2217,,
PB-5,Mir Ishaq Zakir,Jamiat Ulama-e-Islam (F),4670,,
PB-5,Mir Jan Muhammad Lehri,Independent,6,,
PB-5,Mir Muhammad Ishaq Kurd,Pakistan Tehreek-e-Insaf,886,,
PB-5,Mir Muhammad Usman Pirkani,Pakistan Muslim League (N),3117,,
PB-5,Mir Naseebullah Shahwani,Jamhoori Wattan Party,122,,
PB-5,Mir Sikandar Shahwani,Independent,746,,
PB-5,Mir Wali Muhammad Qalandari,Independent,20,,
PB-5,Molana Qari Mehrullah,Jumiat Ulma-e-Islam(Nazryati),1543,,
PB-5,Muhamamd Dawood,Independent,339,,
PB-5,Muhammad Aslam Shawani,Muttahida Qaumi Movement Pakistan,327,,
PB-5,Muhammad Baksh Mehr alias More Khan Jamot,Jamote Qaumi Movement,213,,
PB-5,Muhammad Ibrahim,Independent,112,,
PB-5,Muhammad Noor Mula Khail,Independent,344,,
PB-5,Muhammad Ramzan,Independent,61,,
PB-5,Muhammad Yasir Naseer Shawani,Balochistan National Party (Awami),6,,
PB-5,Murad Bakhsh,Independent,125,,
PB-5,Nadeem Ahmed Dehwar,Independent,6,,
PB-5,Nasrullah Khan Zaray,Pashtoonkhwa Milli Awami Party,8530,,
PB-5,Qari Abdul Wali Farooqi,MUTAHIDA DEENI MAHAZ,2104,,
PB-5,Qutratullah Mari,Independent,6,,
PB-5,Sanaullah Jattak,Independent,11,,
PB-5,Sardar Daro Khan Khilji,All Pakistan Muslim League,51,,
PB-5,Shams ul Haq Mengal,Independent,366,,
PB-5,Syed Zubair Shah Agha,Awami National Party,17,,
PB-5,Zarif Khan Barech,Independent,3,,
PB-6,Abbas Kakar,Independent,264,,
PB-6,Abdul Ghafoor,Independent,133,,
PB-6,Abdul Hamid Khan Kakar,Pakistan Peoples Party Parliamentarians,454,,
PB-6,Abdul Rahim Barech,Independent,227,,
PB-6,Abdul Samad Langov,Independent,15,,
PB-6,Abdul Samad Maryani,Pakistan Muslim League,606,,
PB-6,Ahmed Ali Khozad,Hazara Democratic Party,5155,,
PB-6,Ali Ahmed Abu Turrab,Markazi Jamiat Al- Hadith (Sajid Mir),499,,
PB-6,Ali Nawaz Lehri,Balochistan National Party (Awami),21,,
PB-6,Aminullah,Independent,58,,
PB-6,Arbab Ghulam Mohammad Advocate,Independent,35,,
PB-6,Baran Khan Khilji,Independent,300,,
PB-6,Fareed Ahmed Khan,Tehreek-e-Tahafuze Pakistan,80,,
PB-6,Fazal Mohammad Noorzai,Jamaat-e-Islami Pakistan,82,,
PB-6,Fazal Ur Rehman Achakzai,All Pakistan Muslim League,13,,
PB-6,Gul Muhammad Kakar,Independent,383,,
PB-6,Haji Abdul Sattar Kakar,Awami National Party,565,,
PB-6,Haji Allah Noor Davi,Independent,75,,
PB-6,Haji Syed Abdul Wahid Agha,Jumiat Ulma-e-Islam(Nazryati),5939,,
PB-6,Jaffar Ali Jafferi,Majlis-e-Wahdat-e-Muslimeen Pakistan,55,,
PB-6,Jalila Haider Advocate,Independent,11,,
PB-6,Juma Khan Barech,Jamhoori Wattan Party,9,,
PB-6,Khadim Hussain Hazara,Independent,3,,
PB-6,Khan Doulat Khan,Independent,329,,
PB-6,Khan Mirza Khan Khilji Kharoti,Independent,59,,
PB-6,Lal Mohammad Noorzai,Independent,78,,
PB-6,Malik Abdul Majeed Kakar,Balochistan National Party,3339,,
PB-6,Malik Imranullah Kakar,Independent,6,,
PB-6,Malik Khan Wali Nasar,Independent,132,,
PB-6,Malik Muhammad Hassan,Independent,35,,
PB-6,Malik Muhammad Naeem Khan Bazai,Independent,453,,
PB-6,Malik Saifullah Shahwani,National Party,1218,,
PB-6,Manzoor Ahmed Khan Kakar,Pashtoonkhwa Milli Awami Party,18062,,
PB-6,Mehmood Kazmi,Independent,11,,
PB-6,Mir Amir Hamza Muhammad Hassani,Independent,166,,
PB-6,Mir Hayat Khan Sattakzai,Independent,879,,
PB-6,Mir Muhammadullah Niazmand Sumalani,Independent,118,,
PB-6,Mohammad Akbar Khilji,Independent,205,,
PB-6,Mohammad Ali Khan,Independent,10,,
PB-6,Mohammad Juma Jafferi,Independent,5,,
PB-6,Mohammad Sharif,Independent,1235,,
PB-6,Mohammad Yousaf,Independent,47,,
PB-6,Mohammad Yousaf Mashwani,Independent,11,,
PB-6,Moulana Khuda-I-Dost,Jamiat Ulama-e-Islam (F),10928,,
PB-6,Muhammad Umer Kharoti,Independent,10,,
PB-6,Mustafa,Independent,2206,,
PB-6,Naseebullah Baitani,Independent,26,,
PB-6,Naseebullah Bazai,Pakistan Muslim League (N),3558,,
PB-6,Niamatullah,Muttahida Qaumi Movement Pakistan,54,,
PB-6,Noor Muhammad Khan Khilji Advocate,Independent,28,,
PB-6,Noor Ullah Suleman Khail,Independent,32,,
PB-6,Saif ur Rehman,Independent,16,,
PB-6,Sardar Imran Khan Khilji,Awami Muslim League Pakistan,32,,
PB-6,Sardar Muhammad Akbar Khilji,Independent,94,,
PB-6,Shabir Ahmed Kakar,Independent,24,,
