NA-12,Ahmad Mustafa,Pakistan Peoples Party Parliamentarians,4949
NA-12,Amanullah,Independent,360
NA-12,Anwar Haqdad,Pakistan Tehreek-e-Insaf,19661
NA-12,Engineer Usman Khan Tarrakai,Awami Jamhuri Ittehad Pakistan,56680
NA-12,Haji Rehmanullah,Awami National Party,37437
NA-12,Ishfaq ullah Khan,Jamiat Ulama-e-Islam (F),21651
NA-12,Khalid Ibrar,All Pakistan Muslim League,394
NA-12,Khan Zada,Awami Warkers Party,152
NA-12,Mian Saleem Akbar,Jamaat-e-Islami Pakistan,2166
NA-12,Muhammad Israr,Pakistan Muslim League (N),7227
NA-12,Murad Ali,Pashtoonkhwa Milli Awami Party,242
NA-12,Said Mukhtiar Bacha,Independent,152
NA-12,Shah Faisal Khan,Independent,852
NA-12,Shahid Ahmad,Pak Justic Party (Haqiqi),203
NA-13,Abdul Rasheed Yousafzai,Pakistan Patriotic Movement,454
NA-13,Amir Nawaz Khan,Jamaat-e-Islami Pakistan,4886
NA-13,Asad Qaisar,Pakistan Tehreek-e-Insaf,48576
NA-13,Attaul Haq,Jamiat Ulama-e-Islam (F),28672
NA-13,Iftikhar Ahmed Khan,Pakistan Muslim League (N),21416
NA-13,Inamullah,Jannat Pakistan Party,380
NA-13,Muhammad Jamil,MUTAHIDA DEENI MAHAZ,252
NA-13,Muhammad Kaleem,Independent,585
NA-13,Muhammad Naeem,Pakistan Peoples Party Parliamentarians,6824
NA-13,Muhammad Sarwar Khan,Awami National Party,14201
NA-13,Muhammad Usman Khan,Pashtoonkhwa Milli Awami Party,398
NA-13,Mulana Khalil Ahmed,Jumiat Ulma-e-Islam(Nazryati),7765
NA-13,Said Anwar Shah,Independent,198
NA-13,Shahid Khan,Independent,1165
NA-13,Shahram Khan,Awami Jamhuri Ittehad Pakistan,14495
NA-13,Shamsul Qamar,Independent,1075
NA-14,Abdul Qadeer Khan,Muttahida Qaumi Movement Pakistan,130
NA-14,Badshah Gul,Independent,4814
NA-14,Gohar Mohammad Khan Bangesh,Jamiat Ulama-e-Islam (F),32041
NA-14,Khursheed Begum Saeed,Awami National Party,7211
NA-14,Malik Muhammad Asad Khan,Pakistan Muslim League (N),13789
NA-14,Mohammad Ihsanullah,Independent,471
NA-14,Mohammad Nawaz Khan,Pashtoonkhwa Milli Awami Party,312
NA-14,Najeebullah Durrani,Qaumi Watan Party (Sherpao),414
NA-14,Nazia Zulfiqar,Independent,254
NA-14,Pir Dilawar Shah,Pakistan Peoples Party Parliamentarians,10041
NA-14,Shamim Afridi,Independent,19135
NA-14,Shehryar Afridi,Pakistan Tehreek-e-Insaf,68129
NA-14,Sher Rehman,Independent,159
NA-14,Syed Mohammad Faheem,Jamaat-e-Islami Pakistan,3558
NA-14,Ubaid Ullah,MUTAHIDA DEENI MAHAZ,9209
NA-15,Altaf Ahmad,Independent,83
NA-15,Altaf Qadir,Independent,1123
NA-15,Asad Ullah Shah,Muttahida Qaumi Movement Pakistan,327
NA-15,Asif Noor,Independent,453
NA-15,Jamal Khan,Tehrik-e-Masawaat,99
NA-15,Masood Sharif Khan Khattak,Independent,15678
NA-15,Mohammad Shah Jehan,Millat Party,0
NA-15,Muhammad Sardar,Jamiat Ulama-e-Islam (F),13226
NA-15,Muhammad shah jehan,Pakistan Peoples Party Parliamentarians,2263
NA-15,Muhammad Sharif Khattak,Awami National Party,7559
NA-15,Muhammad Tasleem Iqbal,Jamaat-e-Islami Pakistan,5105
NA-15,Muhammad Umer,Independent,1097
NA-15,Munir Khan,Independent,572
NA-15,Nasir Khan Khattak,Pakistan Tehreek-e-Insaf,51481
NA-15,Rafi Ullah,Pashtoonkhwa Milli Awami Party,387
NA-15,Rehmat Salam Khattak,Pakistan Muslim League (N),29815
NA-15,Sakhi Marjan,Independent,409
NA-15,Shad Mohammad Khan,Jamiat Ulama-e-Pakistan (Noorani),93
NA-15,Shah Abdul Aziz,MUTAHIDA DEENI MAHAZ,29224
NA-15,Shahenshah,Independent,211
NA-15,Shams ur Rehman Khattak,Independent,67
NA-16,Arif Hussain,Independent,1327
NA-16,Azeem Ullah,Independent,813
NA-16,Hassan Ahmed Khan,Independent,479
NA-16,Khan Ameer,Independent,361
NA-16,Khial Zaman Aurak Zai,Pakistan Tehreek-e-Insaf,24067
NA-16,Malik Khalid Naeem,Pakistan Muslim League (N),5411
NA-16,Maulana Mian Hussain Jalali,Jamiat Ulama-e-Islam (F),21137
NA-16,Muhammad Aslam,Jamaat-e-Islami Pakistan,1777
NA-16,Syed Haider Ali Shah,Awami National Party,4479
NA-16,Syed Ibne Ali,Pakistan Peoples Party Parliamentarians,4700
NA-16,Umar Fayaz,Independent,382
NA-17,Ayaz Khan Jadoon,Independent,8349
NA-17,Dr Muhammad Azhar Khan Jadoon,Pakistan Tehreek-e-Insaf,96549
NA-17,Fida Hussain,Tehreek-e-Suba Hazara,2076
NA-17,Habib ur Rehman Abbasi,Jamaat-e-Islami Pakistan,4408
NA-17,Safdar Zaman,Pakistan Muslim League (Safdar),890
NA-17,Sardar Mehtab Ahmed Khan,Pakistan Muslim League (N),69721
NA-17,Sardar Muhammad Gulzar Abbasi,Pakistan Peoples Party Parliamentarians,1107
NA-17,Sarfaraz Khan,Muttahida Qaumi Movement Pakistan,526
NA-17,Tariq Sultan,Jamiat Ulama-e-Islam (F),3504
NA-17,Zahoor Ahmed Chaudry,Independent,283
NA-18,Asad Javed Khan,Hazara Awami Ittehad Pakistan,214
NA-18,Muhammad Rashid,Awami Muslim League Pakistan,1036
NA-18,Murtaza Javed Abbasi,Pakistan Muslim League (N),69839
NA-18,Rabia Gul,Independent,2954
NA-18,Sardar Haider Zaman,Tehreek-e-Suba Hazara,36571
NA-18,Sardar Ibrar Khan,Jamiat Ulama-e-Islam (F),1390
NA-18,Sardar Muhammad Yaqoob,Pakistan Tehreek-e-Insaf,41391
NA-18,Shahid Akram,Muttahida Qaumi Movement Pakistan,253
NA-18,Sikandar Azam,Independent,11865
NA-18,Syed Faisal Hussain Shah Gillani,MUTAHIDA DEENI MAHAZ,9309
NA-18,Waheed Akhtar,Jamaat-e-Islami Pakistan,6805
NA-19,Faiza Bibi Rasheed,Independent,2464
NA-19,Farooq Shah,Independent,3096
NA-19,Ghulam Nabi,Jamaat-e-Islami Pakistan,5117
NA-19,Habibullah Khan,Muttahida Qaumi Movement Pakistan,699
NA-19,Irum Fatima,Independent,3590
NA-19,Major Rtd Jameel Ehsan Kiyani,Tehreek-e-Suba Hazara,3625
NA-19,Muhammad Riaz Baig,Independent,1346
NA-19,Omar Ayub Khan,Pakistan Muslim League (N),114807
NA-19,Pir Syed Alamzeb Shah,Jamiat Ulama-e-Islam (F),19860
NA-19,Raja Aamer Zaman,Pakistan Tehreek-e-Insaf,116979
NA-19,Sardar Muhammad Mushtaq Khan,Pakistan Peoples Party Parliamentarians,16474
NA-20,Fakhar E Alam urf hazrat,Tehreek-e-Suba Hazara,630
NA-20,Ghulam Nabi,Mohajir Qaumi Movement Pakistan,274
NA-20,Ijaz Hussain Shazal,Independent,415
NA-20,Muhammad Azam Khan Swati,Pakistan Tehreek-e-Insaf,75197
NA-20,Muhammad Fayaz,Independent,1971
NA-20,Muhammad Irfan,Independent,643
NA-20,Muhammad Younis Khattak,Jamaat-e-Islami Pakistan,3321
NA-20,Naveed Akhtar Khan,Pakistan Muslim League “H” Haqiqi,472
NA-20,Samar Ul Islam,Independent,1862
NA-20,Sardar Muhammad Yousaf,Pakistan Muslim League (N),106467
NA-20,Sheikh Kamran Iqbal,Pakistan Peoples Party (Shaheed Bhutto),286
NA-20,Syed Qasim Shah,Jamiat Ulama-e-Islam (F),29001
NA-20,Wali Ur Rehman Chichi,Independent,613
NA-21,Capt R Muhammad Safdar,Pakistan Muslim League (N),91013
NA-21,Dr Muhammad Azam,Independent,1040
NA-21,Lady Doctor Shaheen Zameer,Independent,814
NA-21,Liaq Muhammad Khan,Jamiat Ulama-e-Islam (F),43342
NA-21,Maulana Abdul Malik,Jamaat-e-Islami Pakistan,3219
NA-21,Maulana Rab Nawaz tahir,Independent,4832
NA-21,Muhammad Yaqoob,Muttahida Qaumi Movement Pakistan,510
NA-21,Nawabzada Salahuddin Saeed,Pakistan Tehreek-e-Insaf,25615
NA-21,Shoukat Ali Khan,Independent,2152
NA-22,Akhtar Javid Khan,Pakistan Peoples Party Parliamentarians,105
NA-22,Alamzeb Khan,Pakistan Muslim League (N),12214
NA-22,Attaullah Khan Trand,Independent,10698
NA-22,Baber Khan,Independent,1012
NA-22,Fida Mohammad,Qaumi Watan Party (Sherpao),168
NA-22,Mohammad Nawaz Khan,Independent,13092
NA-22,Mohammad Saleem Malik,Independent,421
NA-22,Mulana Abdul Baqi Torkhel,Muttahida Qaumi Movement Pakistan,27
NA-22,Musbah Allah Baber,Independent,252
NA-22,Naeemullah Khan Trand,Independent,53
NA-22,Niaz Mohammad Khan,Pakistan Tehreek-e-Insaf,2370
NA-22,Nisar Ahmad,Jamaat-e-Islami Pakistan,679
NA-22,Nosherwan Khan,Independent,185
NA-22,Qari Faqir Mohammad Hazarvi,MUTAHIDA DEENI MAHAZ,344
NA-22,Qari Mohammad Yousif,Jamiat Ulama-e-Islam (F),18572
NA-22,Sabir Hussain Shah,Independent,1924
NA-22,Sardar Malik Jan,Independent,9120
NA-23,Abdul Ghafoor,MUTAHIDA DEENI MAHAZ,530
NA-23,Alhaaj Malak Aurangzeb Khan,Pakistan Muslim League,4997
NA-23,Ameez Khan,Independent,202
NA-23,Dilawar Khan,Independent,254
NA-23,Malak Abad Shah,Independent,3882
NA-23,Malak Syed Ahmad,Pakistan Muslim League (N),11865
NA-23,Mehboobullah Jan Baqi,Jamiat Ulama-e-Islam (F),12337
NA-23,Sarzameen,Independent,17498
NA-24,Abdul Aziz,Independent,904
NA-24,Ahmad Karim Kundi,Independent,91
NA-24,Akram Rasti Gandapur,Independent,163
NA-24,Alhaj Khizer Hayat Diyal,Independent,5215
NA-24,Alhaj Malik Ghulam Ali Esar,Independent,1052
NA-24,Alhaj Sardar Umar Farooq Khan,Independent,1293
NA-24,Engineer Dawar Khan Kundi,Independent,80
NA-24,Engineer Sher Zaman,Independent,67
NA-24,Faisal Karim Kundi,Independent,230
NA-24,Faqir Jamshid Ahmad,Pakistan Sariaki Party,868
NA-24,Javed Hussan Laghari,Independent,116
NA-24,Junaid Tariq Qureshi Advocate,Muttahida Qaumi Movement Pakistan,697
NA-24,Khalifa Abdul Qayyum,MUTAHIDA DEENI MAHAZ,749
NA-24,Maddo Jan,Independent,666
NA-24,Malik Arshad Diyal,Independent,478
NA-24,Malik Nisar Ahmad Thind,All Pakistan Muslim League,558
NA-24,Mohammad Haroon Awan Advocate,Independent,126
NA-24,Mohammad Jibran Shah,Independent,270
NA-24,Molana Fazal Ur Rehman,Jamiat Ulama-e-Islam (F),92395
NA-24,Muhammad Akmal,Independent,93
NA-24,Muhammad Fiaz Qadri,Pakistan Muslim League (J),94
NA-24,Mussarat Shaheen,Independent,99
NA-24,Mustafa Kundi,Pakistan Tehreek-e-Insaf,21394
NA-24,Pir Tufail Ahmad Jan Zakori,Independent,91
NA-24,Rehan Malik Advocate,Pakistan Muslim League (N),8501
NA-24,Saif Ur Rehman,Independent,145
NA-24,Shahid Atta Khiyra,Independent,144
NA-24,Syed Zameer Ul Hasnain Shah,Independent,697
NA-24,Ubaid Ur Rehman,Independent,1379
NA-24,Waqar Ahmad Khan,Pakistan Peoples Party Parliamentarians,67769
NA-24,Waseem Rehan Advocate,Independent,2132
NA-24,Zahid Mohibullah Khan Advocate,Jamaat-e-Islami Pakistan,392
NA-25,Ahmed Abdullah Zafar,Independent,119
NA-25,Ahmed Karim Kundi,Independent,154
NA-25,Alhaj Sardar Umar Farooq Khan,Independent,2002
NA-25,Engineer Dawar Khan Kundi,Pakistan Tehreek-e-Insaf,47543
NA-25,Faisal Karim Kundi,Pakistan Peoples Party Parliamentarians,46262
NA-25,Faqir Jamshed Ahmed,Pakistan Sariaki Party,2956
NA-25,Ghulam Habib,Independent,582
NA-25,Khan Gul,Independent,116
NA-25,Mohammad Younas Khan Gandapur,Independent,141
NA-25,Mohammad Yousaf Shah,Pakistan Muslim League (N),2871
NA-25,Molana Fazal Rehman,Jamiat Ulama-e-Islam (F),77595
NA-25,Molana Muhammad Zubair Rohani Bazi,Jamiat Ulama-e-Pakistan (Noorani),1044
NA-25,Muhammad Ajmal,Independent,325
NA-25,Muhammad Aslam Khan,Pakistan Peoples Party (Shaheed Bhutto),71
NA-25,Muhammad Ghalib Kamal Advocate,Independent,128
NA-25,Muhammad Naseer Khan,Independent,915
NA-25,Mustafa Kundi,Independent,2105
NA-25,Pir Muhammad Farooq,Independent,301
NA-25,Zafar Baig Bitani,Independent,2283
NA-26,Abdul Samad Khan,Independent,432
NA-26,Akram Khan Durrani,Jamiat Ulama-e-Islam (F),78294
NA-26,Alamgir Khan,Independent,4594
NA-26,Anwar Saifullah Khan,Pakistan Peoples Party Parliamentarians,2320
NA-26,Doctor Raham Baz Khan,Independent,806
NA-26,Faridullah,MUTAHIDA DEENI MAHAZ,112
NA-26,Hizbullah,All Pakistan Muslim League,52
NA-26,Imran Khan,Mohajir Qaumi Movement Pakistan,260
NA-26,Main Asmatullah Shah,Pashtoonkhwa Milli Awami Party,348
NA-26,Malik Akhtar Ali Khan,Independent,3260
NA-26,Matiullah Khan,Pakistan Tehreek-e-Insaf,25392
NA-26,Maulana Nasim Ali Shah,Independent,45270
NA-26,Muhammad Hayat Khan,Independent,251
NA-26,Muqarab Khan Wazir,Independent,58
NA-26,Professor Muhammad Ibrahim Khan,Jamaat-e-Islami Pakistan,12831
NA-26,Zafar Jehangir Khan,Independent,323
NA-27,ABDULLAH KHAN,Pashtoonkhwa Milli Awami Party,121
NA-27,ABDUR RAHIM,Independent,37
NA-27,ALI SARWAR,Awami National Party,2909
NA-27,AMIR NAWAZ KHAN,Independent,118
NA-27,AMIRULLAH,Pakistan Tehreek-e-Insaf,18405
NA-27,ASGHAR ALI,Independent,219
NA-27,FARIDULLAH KHAN,Independent,675
NA-27,HAJI MUHAMMAD AKRAM KHAN,Independent,264
NA-27,ISHFAQ AHMAD KHAN,Independent,39
NA-27,KHAN BAHADER MARWAT,Independent,54
NA-27,MOLANA FAZAL REHMAN,Jamiat Ulama-e-Islam (F),85051
NA-27,MUHAMMAD HALIM,Independent,4046
NA-27,MUHAMMAD JAVED ANWAR KHAN,Pakistan Muslim League,114
NA-27,NISAR AHMAD,Independent,75
NA-27,QABOOL BIBI,Independent,120
NA-27,QUDRATULLAH KHAN,Independent,448
NA-27,SAKHI MAR JAN,Jamiat Ulama-e-Pakistan (Noorani),45
NA-27,SALIM SAIFULLAH KHAN,Pakistan Muslim League (N),56824
NA-27,ZAHID UR REHMAN,Independent,75
NA-28,Abdul Rauf,Awami National Party,21151
NA-28,Bakht Zar,Jamiat Ulama-e-Islam (S),258
NA-28,Bakhtiar Ali,Qaumi Watan Party (Sherpao),1927
NA-28,Dawa Khan,Pakistan Muslim League,1344
NA-28,Doctor Sultan Zeb Khan,Pakistan Peoples Party Parliamentarians,530
NA-28,Fanoos Gujar,Awami Warkers Party,10039
NA-28,Maulana Haleem ur Rahman,Jamiat Ulama-e-Islam (F),21290
NA-28,Mian Moin Uddin,Pakistan Tehreek-e-Insaf,23336
NA-28,Rashid Imran Khan,Jamiat Ulama-e-Pakistan (Noorani),306
NA-28,Sarmir Khan,All Pakistan Muslim League,610
NA-28,Sarzamin Khan,Pakistan Muslim League (N),11917
NA-28,Sher Akbar Khan,Jamaat-e-Islami Pakistan,29170
NA-29,AKHTAR ALI KHAN,Jamaat-e-Islami Pakistan,11240
NA-29,ALI KHAN,Independent,415
NA-29,DOST MUHAMMAD KHAN,Pakistan Peoples Party Parliamentarians,7919
NA-29,DR SIRAJ UD DIN,Tehreek-e-Pasmanada Awam Pakistan,2798
NA-29,KHURSHID ALI,Pashtoonkhwa Milli Awami Party,1743
NA-29,MAULANA NIZAM UD DIN,Jamiat Ulama-e-Islam (F),21026
NA-29,MOHSIN BADSHAH ADVOCATE,Muttahida Qaumi Movement Pakistan,742
NA-29,MURAD SAEED,Pakistan Tehreek-e-Insaf,88513
NA-29,MUZAFFAR-UL-MULK,Awami National Party,14690
NA-29,PIR SYED,Jamiat Ulama-e-Pakistan (Noorani),1068
NA-29,SADDIQ ALI KHAN,Independent,2152
NA-29,SAJAD HUSSAIN,Pakistan Muslim League,834
NA-29,SYED MUHAMMAD ALI SHAH BACHA LALA,Pakistan Muslim League (N),24212
NA-29,UBAID UR REHMAN,Jumiat Ulma-e-Islam(Nazryati),1505
NA-30,Altafullah,Independent,53
NA-30,Amir Muqam,Pakistan Muslim League (N),33027
NA-30,Amjad Ali Khan,Tehreek-e-Pasmanada Awam Pakistan,1592
NA-30,Azam khan,Independent,172
NA-30,Badshah Muain,Jamiat Ulama-e-Pakistan (Noorani),189
NA-30,Fazale Subhan,Jamaat-e-Islami Pakistan,11367
NA-30,Inzar Gul,Pakistan Muslim League Council,172
NA-30,Kamal Shah,Awami Warkers Party,1162
NA-30,Khurshid,Awami National Party,15595
NA-30,Maulana Rasheed Ahmad,MUTAHIDA DEENI MAHAZ,618
NA-30,Mehmood,Independent,304
NA-30,Muhammad Bashir Khan,Independent,2519
NA-30,Muhammad Hafeezur Rahman,Jamiat Ulama-e-Islam (F),16704
NA-30,Muhammad Mukhtiar,Pashtoonkhwa Milli Awami Party,2739
NA-30,Muhammad Musa Khan,Independent,686
NA-30,Muhammad Nazeer,Jumiat Ulma-e-Islam(Nazryati),741
NA-30,Muhammad Tahir Khan,Independent,143
NA-30,Mumtaz Hussain,Independent,338
NA-30,Nairoz Mian,Independent,2579
NA-30,Said Ahmad Khan,Independent,333
NA-30,Salim Rehman,Pakistan Tehreek-e-Insaf,49976
NA-30,Sher Bahadar,Independent,114
NA-30,Syed Allauddin,Pakistan Peoples Party Parliamentarians,16373
NA-30,Talhayat Khan,Independent,699
NA-31,ABDUR RAJ KHAN,Pakistan Muslim League,252
NA-31,DOCTOR MUHAMMAD ANWAR SHAH,Jamaat-e-Islami Pakistan,4579
